# Tempearture [K] Energy [eV/at] - V0 [angs^3] - B0 [GPa] - B0' [GPa/K]
100 -2.076330529638565833e-02 4.047355049533981486e+01 4.659093719745725792e+01 9.162150670815485398e+00
200 -2.948213144485395745e-02 4.049008949707543081e+01 4.591960011347234172e+01 7.291464829893136823e+00
400 -7.034270940450386422e-02 4.056557984728738120e+01 4.468653063185593055e+01 6.553089432715232476e+00
600 -1.346159996450978225e-01 4.065002352065443603e+01 4.304549081605215122e+01 5.927527779545588515e+00
800 -2.156926174598264578e-01 4.072911512544185086e+01 4.310672531956674192e+01 8.215562059698672925e+00
1000 -3.098008330876776961e-01 4.083375683377994392e+01 4.246116428967405199e+01 7.410847986843910995e+00
1200 -4.142285961003461248e-01 4.094392514859646326e+01 3.708501629753481410e+01 9.999825729928446094e+00

